index,cost,sim_edges_bestLO,sim_nodes_bestLO,sim_edges_ILS,sim_nodes_ILS,avg_sim_edges_all,avg_sim_nodes_all
440,73769.0,51,90,51,90,44.83783783783784,87.66366366366367
441,73005.0,52,92,57,92,47.449449449449446,89.27227227227228
442,74464.0,50,87,58,89,47.3033033033033,86.63563563563564
443,73294.0,49,91,49,90,43.85885885885886,87.53253253253253
444,73177.0,42,90,56,91,45.809809809809806,87.71471471471472
445,75808.0,43,89,46,89,41.7017017017017,87.88988988988989
446,73978.0,52,91,50,89,44.2982982982983,87.90190190190191
447,74903.0,48,88,56,89,43.37737737737738,87.49749749749749
448,72123.0,45,88,60,91,47.63763763763764,88.23123123123123
449,73709.0,50,89,52,89,46.3953953953954,88.46246246246247
450,73924.0,49,89,52,88,43.86386386386386,86.3963963963964
451,74206.0,52,92,54,89,46.947947947947945,88.51551551551552
452,74271.0,56,90,57,91,45.887887887887885,88.8108108108108
453,72518.0,57,91,62,90,48.630630630630634,88.84284284284284
454,75354.0,47,88,48,87,43.408408408408405,87.001001001001
455,73560.0,49,94,53,92,44.387387387387385,89.23523523523524
456,73923.0,58,91,49,88,45.78278278278278,86.42842842842843
457,73739.0,54,89,48,89,45.71471471471472,88.22122122122123
458,74116.0,51,88,54,87,45.8948948948949,86.14814814814815
459,75648.0,44,88,44,88,39.689689689689686,85.49649649649649
460,73513.0,51,89,57,87,47.34534534534534,87.5995995995996
461,73608.0,47,91,50,91,44.28028028028028,87.97697697697697
462,73738.0,53,88,58,89,46.647647647647645,88.28028028028028
463,73853.0,44,87,46,89,44.31931931931932,87.22322322322323
464,73493.0,44,89,52,90,44.84484484484484,87.5905905905906
465,73327.0,50,92,44,92,43.98098098098098,89.12812812812813
466,74034.0,58,91,56,91,47.65465465465466,89.04204204204204
467,72640.0,57,93,56,90,47.810810810810814,88.4024024024024
468,76407.0,52,87,51,88,41.92092092092092,84.83483483483484
469,73840.0,50,89,52,88,43.997997997998,87.3973973973974
470,73701.0,51,92,59,92,47.7007007007007,88.996996996997
471,73913.0,48,90,48,87,45.36436436436436,87.37237237237237
472,74208.0,50,86,48,88,45.07607607607608,86.95395395395396
473,73951.0,41,85,53,86,46.126126126126124,86.62462462462463
474,72888.0,55,90,55,90,47.632632632632635,88.10910910910911
475,73074.0,51,89,57,91,48.631631631631635,88.43043043043043
476,74457.0,47,88,57,90,45.813813813813816,88.48048048048048
477,72761.0,47,90,54,92,44.633633633633636,87.73373373373373
478,74476.0,50,90,49,89,43.98098098098098,87.4034034034034
479,74937.0,46,91,51,90,42.85585585585586,87.13513513513513
480,74336.0,49,86,52,87,43.689689689689686,86.43243243243244
481,74085.0,52,91,52,89,47.110110110110114,88.6056056056056
482,75735.0,44,88,52,88,44.312312312312315,86.1891891891892
483,74976.0,43,88,44,85,43.172172172172175,86.63563563563564
484,73174.0,57,91,54,90,46.72472472472472,87.76476476476476
485,72320.0,50,91,57,94,46.86186186186186,89.01501501501501
486,72979.0,47,88,55,90,46.732732732732735,87.10710710710711
487,74826.0,46,89,48,90,42.4044044044044,87.36236236236236
488,73929.0,48,92,52,91,46.36336336336336,89.74374374374375
489,74103.0,53,91,54,90,46.22322322322322,88.56556556556556
490,74212.0,47,86,48,87,43.48148148148148,86.30630630630631
491,71953.0,49,88,51,87,49.249249249249246,87.30830830830831
492,72752.0,52,90,65,88,47.58358358358358,86.34834834834835
493,72569.0,54,91,58,93,44.8038038038038,87.34534534534535
494,74433.0,54,91,45,87,44.07707707707708,87.08908908908909
495,73413.0,52,90,52,91,46.866866866866864,88.88188188188188
496,73730.0,47,89,58,89,44.871871871871875,86.34634634634635
497,72040.0,52,91,58,89,49.78078078078078,89.1901901901902
498,75472.0,50,86,53,86,45.910910910910914,85.56456456456456
499,74512.0,48,89,51,89,44.95995995995996,87.6056056056056
500,72233.0,51,91,52,91,48.107107107107105,89.56756756756756
501,72200.0,47,88,53,91,48.18418418418418,87.88588588588588
502,73423.0,50,89,61,89,46.06006006006006,87.5905905905906
503,73985.0,49,90,55,91,44.35835835835836,89.42242242242243
504,72937.0,55,90,56,93,46.48548548548548,88.47947947947948
505,72985.0,56,92,59,91,47.170170170170174,89.34934934934935
506,74167.0,46,89,49,88,44.631631631631635,87.97497497497497
507,73853.0,48,89,50,89,42.1011011011011,86.98998998999
508,74376.0,50,89,48,87,46.54454454454454,87.48648648648648
509,74110.0,45,88,51,89,45.567567567567565,88.06206206206207
510,73672.0,44,90,58,92,41.52452452452452,86.64464464464464
511,74097.0,46,90,57,91,45.93993993993994,88.45145145145145
512,72770.0,47,89,53,91,46.726726726726724,88.21821821821821
513,73254.0,45,86,52,87,46.28128128128128,85.83683683683684
514,74757.0,50,89,49,89,44.96196196196196,87.7987987987988
515,73546.0,53,91,55,91,46.434434434434436,89.01401401401401
516,74639.0,52,90,55,90,43.709709709709706,88.23523523523524
517,73675.0,49,89,54,88,43.8998998998999,87.86086086086087
518,74191.0,43,89,52,89,44.08208208208208,87.64964964964965
519,74464.0,49,90,51,87,45.12112112112112,87.47147147147147
520,74428.0,50,89,51,88,47.07707707707708,88.18218218218219
521,73522.0,49,91,56,92,44.469469469469466,87.61461461461461
522,75809.0,54,89,43,87,43.965965965965964,87.84484484484484
523,73315.0,48,89,58,90,47.13913913913914,87.3993993993994
524,72399.0,61,91,51,92,46.1961961961962,87.48248248248248
525,75044.0,52,91,48,89,44.17817817817818,88.24924924924925
526,71835.0,49,91,63,92,47.13913913913914,88.004004004004
527,73756.0,42,88,58,91,44.928928928928926,88.74974974974975
528,72729.0,50,89,53,91,44.84284284284284,87.73573573573573
529,75113.0,45,90,48,89,44.926926926926924,87.76376376376376
530,72123.0,59,90,63,91,49.012012012012015,87.16516516516516
531,73432.0,42,91,48,92,42.466466466466464,88.03503503503504
532,74709.0,51,90,48,89,43.28528528528528,87.57957957957957
533,71932.0,53,91,65,90,46.82482482482482,87.31931931931932
534,73561.0,52,93,56,92,47.8948948948949,88.90190190190191
535,73855.0,43,86,49,88,43.708708708708706,85.71771771771772
536,74302.0,48,91,50,90,44.57657657657658,88.07807807807808
537,72359.0,54,91,60,89,46.308308308308305,87.12312312312312
538,73928.0,50,89,56,89,46.53853853853854,87.16816816816817
539,74694.0,43,88,52,91,43.705705705705704,87.78878878878879
540,72523.0,53,90,58,91,46.549549549549546,88.06406406406407
541,73176.0,48,91,58,91,45.7977977977978,87.76876876876877
542,74862.0,40,85,40,85,41.37837837837838,86.31231231231232
543,74283.0,55,89,50,88,44.41841841841842,86.81781781781781
544,72527.0,45,92,66,92,45.97597597597598,87.94894894894895
545,73396.0,47,90,53,87,45.392392392392395,88.49949949949949
546,73381.0,50,91,48,93,43.27627627627628,88.12012012012012
547,74176.0,49,89,56,93,45.865865865865864,88.84484484484484
548,75220.0,42,87,44,87,41.927927927927925,86.28728728728728
549,73199.0,53,90,59,92,46.247247247247245,86.87187187187187
550,73206.0,58,94,50,92,44.54354354354354,88.33033033033033
551,73956.0,49,89,59,89,47.074074074074076,87.87187187187187
552,73743.0,47,88,56,89,47.0970970970971,86.43943943943944
553,73116.0,55,92,48,92,45.04304304304304,88.58258258258259
554,73189.0,54,92,55,91,46.22022022022022,87.71271271271272
555,72821.0,48,86,54,88,46.049049049049046,86.94494494494495
556,73693.0,44,87,49,87,44.42442442442442,86.85985985985985
557,73841.0,47,87,52,88,45.05605605605606,87.07507507507508
558,73274.0,46,89,50,87,46.692692692692695,88.2002002002002
559,74132.0,47,92,51,91,44.28128128128128,88.65665665665665
560,74253.0,48,91,54,90,43.286286286286284,87.70870870870871
561,73603.0,41,86,51,84,45.349349349349346,85.8078078078078
562,73195.0,55,90,53,89,46.349349349349346,88.27727727727728
563,75956.0,46,88,52,91,42.090090090090094,87.6006006006006
564,73125.0,56,93,59,94,46.530530530530534,88.45745745745745
565,73818.0,52,92,52,90,45.35735735735736,88.69969969969969
566,73125.0,51,88,53,88,47.489489489489486,87.22222222222223
567,74962.0,54,92,52,90,42.35835835835836,88.07207207207207
568,74773.0,48,93,51,92,44.710710710710714,88.95695695695696
569,74540.0,50,88,44,87,46.067067067067065,87.993993993994
570,73703.0,49,89,48,90,43.469469469469466,86.70470470470471
571,73390.0,53,88,50,90,44.61561561561562,86.62462462462463
572,73382.0,54,89,54,91,45.35935935935936,88.02202202202203
573,72458.0,41,88,49,91,44.94194194194194,87.46946946946947
574,74275.0,48,90,55,90,45.53553553553554,88.29429429429429
575,74064.0,44,88,58,88,44.712712712712715,86.51451451451452
576,74531.0,40,87,51,88,43.53453453453454,87.01001001001
577,76219.0,51,88,53,87,41.36236236236236,86.002002002002
578,74030.0,46,90,49,91,43.665665665665664,88.05205205205205
579,73396.0,52,90,57,91,46.525525525525524,87.87287287287288
580,72790.0,53,91,50,91,44.332332332332335,88.21521521521521
581,73721.0,47,90,50,91,45.11611611611612,88.24524524524524
582,73493.0,48,87,55,87,47.4024024024024,87.41341341341341
583,72863.0,58,91,49,90,46.57457457457458,88.10610610610611
584,72543.0,61,93,57,91,45.889889889889886,88.14114114114115
585,74214.0,49,89,55,88,45.94094094094094,87.68868868868869
586,72697.0,58,91,58,90,47.790790790790794,88.21421421421421
587,72163.0,55,90,64,93,46.87987987987988,88.14514514514515
588,74120.0,47,90,53,91,44.23623623623624,88.998998998999
589,73750.0,46,87,48,87,41.711711711711715,85.64264264264264
590,73268.0,48,89,52,88,45.7047047047047,87.90290290290291
591,73843.0,51,91,51,89,44.805805805805804,88.23923923923924
592,74565.0,51,88,53,87,46.326326326326324,85.82382382382383
593,73124.0,53,91,51,92,43.773773773773776,88.48948948948949
594,72215.0,49,93,60,92,48.032032032032035,88.993993993994
595,73208.0,49,89,55,89,46.9049049049049,88.04704704704704
596,73243.0,54,90,50,89,45.67967967967968,88.09009009009009
597,74642.0,49,87,56,89,45.0990990990991,87.65065065065065
598,76129.0,46,90,40,87,41.68468468468468,87.37037037037037
599,72542.0,52,91,58,92,46.866866866866864,87.95695695695696
600,73521.0,48,90,51,91,44.68068068068068,86.41741741741741
601,75076.0,38,87,47,88,41.887887887887885,86.97997997997997
602,73058.0,47,91,54,91,47.05505505505506,90.01501501501501
603,74492.0,46,86,54,88,43.48548548548548,86.67967967967968
604,73397.0,54,91,61,89,47.51851851851852,88.78778778778779
605,72967.0,53,92,52,93,43.688688688688686,88.011011011011
606,74765.0,43,86,50,87,44.970970970970974,87.5935935935936
607,74162.0,55,91,47,89,43.889889889889886,88.72872872872873
608,73094.0,46,90,57,92,46.46346346346346,88.70470470470471
609,73570.0,54,90,47,90,47.55655655655656,89.48448448448448
610,73600.0,45,86,51,91,45.587587587587585,87.16316316316316
611,75111.0,43,85,51,87,43.93593593593594,86.36136136136136
612,72880.0,54,91,61,93,47.805805805805804,89.50550550550551
613,73000.0,54,91,50,91,46.947947947947945,88.84084084084084
614,73138.0,45,90,60,92,46.32432432432432,88.89389389389389
615,74513.0,40,90,53,90,42.048048048048045,87.74674674674675
616,73632.0,51,91,54,91,45.97697697697698,89.14214214214215
617,74425.0,46,90,49,88,44.75775775775776,87.84684684684684
618,72264.0,63,94,58,91,49.12112112112112,88.86086086086087
619,74307.0,46,89,57,90,43.392392392392395,87.71071071071071
620,74483.0,46,87,52,90,44.62062062062062,87.92292292292292
621,73168.0,51,89,58,91,47.53453453453454,87.75575575575576
622,74478.0,45,90,49,89,43.33633633633634,88.03303303303304
623,73300.0,45,90,52,92,47.233233233233236,89.57157157157157
624,72482.0,51,88,60,90,47.434434434434436,85.86386386386387
625,75270.0,54,90,48,88,44.708708708708706,85.89289289289289
626,74656.0,45,89,52,91,44.166166166166164,86.66966966966967
627,72941.0,55,92,61,89,47.27727727727728,88.54554554554555
628,74943.0,48,90,51,89,45.65565565565566,89.01201201201201
629,72643.0,53,91,63,90,46.427427427427425,88.6106106106106
630,73570.0,49,90,53,92,46.53953953953954,88.8008008008008
631,75203.0,45,88,47,89,41.829829829829826,87.61561561561561
632,72394.0,61,93,62,92,49.7027027027027,88.31731731731732
633,74880.0,45,88,47,89,44.792792792792795,88.57057057057057
634,72575.0,55,92,57,91,47.58458458458458,88.64464464464464
635,73039.0,53,90,53,91,44.951951951951955,87.46946946946947
636,73143.0,53,93,59,91,47.3013013013013,88.12812812812813
637,74181.0,48,91,57,91,44.950950950950954,88.89189189189189
638,73078.0,55,89,59,90,46.47947947947948,87.27027027027027
639,73083.0,53,88,49,89,43.989989989989986,86.36936936936937
640,73106.0,51,92,59,93,44.746746746746744,89.31031031031031
641,73683.0,51,90,64,91,45.826826826826824,88.04304304304304
642,74010.0,51,87,50,88,47.545545545545544,87.45845845845845
643,74428.0,51,89,51,89,45.746746746746744,88.11011011011011
644,72702.0,56,92,58,91,47.410410410410414,88.47647647647648
645,73639.0,48,89,54,89,46.629629629629626,87.34434434434435
646,72534.0,47,90,53,91,43.991991991991995,87.77477477477477
647,72223.0,48,91,50,94,47.533533533533536,88.67767767767768
648,72167.0,60,94,62,94,49.15515515515516,89.96996996996997
649,72777.0,49,91,58,93,47.56256256256256,88.38238238238239
650,75456.0,44,86,47,89,41.073073073073076,85.33833833833833
651,72317.0,52,92,53,91,48.449449449449446,89.58558558558559
652,72974.0,43,91,48,92,43.15515515515516,88.06406406406407
653,75745.0,45,89,49,89,42.451451451451454,86.77677677677677
654,74105.0,41,89,48,89,43.51651651651652,87.84784784784785
655,74148.0,45,88,53,88,43.067067067067065,86.37337337337337
656,74306.0,47,88,54,90,46.453453453453456,88.22322322322323
657,75826.0,43,89,47,88,41.307307307307305,86.04504504504504
658,72925.0,55,92,54,89,47.38438438438438,88.11011011011011
659,72017.0,62,92,62,93,47.729729729729726,87.72872872872873
660,72975.0,55,91,53,91,46.106106106106104,87.58358358358359
661,72981.0,48,92,54,91,46.08408408408408,88.82382382382383
662,73292.0,49,92,49,90,43.73773773773774,88.13413413413413
663,73636.0,42,88,51,90,43.646646646646644,87.21721721721721
664,73558.0,43,90,49,89,44.75475475475476,87.83483483483484
665,74294.0,44,88,47,90,41.872872872872875,86.2052052052052
666,73327.0,52,90,56,92,46.47847847847848,89.13113113113113
667,73343.0,50,90,52,91,47.64264264264264,88.92492492492492
668,73772.0,52,91,49,88,44.43943943943944,87.57157157157157
669,74651.0,42,88,52,88,44.42442442442442,86.16416416416416
670,72124.0,57,93,62,92,48.489489489489486,88.89589589589589
671,77161.0,44,87,49,85,43.38538538538538,85.92192192192192
672,74350.0,45,87,53,88,45.27527527527528,88.51451451451452
673,73548.0,48,92,49,92,44.48348348348348,88.88088088088088
674,73910.0,54,87,51,87,46.77777777777778,87.90690690690691
675,74486.0,55,88,54,87,46.565565565565564,87.48548548548548
676,75012.0,48,86,51,87,44.53553553553554,86.76676676676676
677,72709.0,51,93,57,94,45.553553553553556,89.44644644644644
678,72932.0,48,90,56,91,47.3043043043043,88.43043043043043
679,72393.0,51,88,46,89,45.190190190190194,87.56856856856857
680,73245.0,54,92,55,92,47.307307307307305,89.21321321321321
681,73552.0,49,90,43,88,46.072072072072075,87.71371371371372
682,74018.0,51,91,57,92,47.369369369369366,88.7997997997998
683,73767.0,52,90,52,88,45.850850850850854,87.13813813813813
684,73761.0,45,89,48,86,45.93693693693694,87.65565565565565
685,74008.0,40,88,51,88,44.57857857857858,87.87287287287288
686,72774.0,44,88,58,90,45.888888888888886,88.18618618618619
687,74853.0,44,90,51,91,42.87987987987988,86.41541541541541
688,74242.0,53,87,51,88,44.5945945945946,86.86386386386387
689,73996.0,50,89,49,88,46.047047047047045,87.44444444444444
690,73242.0,49,91,50,90,46.53553553553554,89.22122122122123
691,75020.0,47,88,48,88,44.45745745745746,86.78478478478479
692,72969.0,51,89,53,91,45.54254254254254,87.76076076076076
693,73672.0,47,88,46,87,46.7037037037037,88.06406406406407
694,73930.0,51,90,60,89,46.25725725725726,88.15515515515516
695,71857.0,56,94,56,94,46.26526526526526,88.72572572572572
696,73509.0,54,89,53,89,47.652652652652655,88.25025025025025
697,73698.0,53,92,48,89,46.13913913913914,87.88088088088088
698,73549.0,50,92,50,91,43.53953953953954,87.57057057057057
699,73679.0,47,87,48,87,45.42242242242242,87.22422422422423
700,73880.0,54,89,55,90,48.6036036036036,88.26326326326327
701,74341.0,41,89,50,88,42.46246246246246,86.27127127127127
702,74341.0,51,91,55,92,44.75875875875876,88.988988988989
703,74332.0,50,91,50,90,43.7997997997998,87.3953953953954
704,75300.0,47,88,57,87,43.6046046046046,87.001001001001
705,74110.0,42,91,51,91,43.91591591591592,88.28828828828829
706,76022.0,53,89,42,87,45.751751751751755,88.13113113113113
707,74389.0,47,87,46,87,43.51751751751752,87.55255255255256
708,73264.0,51,92,45,90,44.53853853853854,88.93993993993993
709,74584.0,46,90,48,90,43.38538538538538,86.46146146146147
710,73528.0,48,93,52,92,44.08408408408408,88.21821821821821
711,71362.0,63,92,61,93,48.78478478478478,88.65565565565565
712,73199.0,55,90,54,90,45.890890890890894,88.08008008008008
713,74039.0,41,89,51,90,42.932932932932935,87.72772772772772
714,73188.0,46,89,52,89,46.447447447447445,88.38238238238239
715,73404.0,51,91,56,91,44.85785785785786,88.3903903903904
716,73956.0,47,92,48,92,43.75475475475476,88.89789789789789
717,72756.0,52,88,62,91,47.56356356356356,86.6016016016016
718,73279.0,55,95,54,94,43.73873873873874,89.2082082082082
719,75210.0,46,90,45,88,42.2972972972973,88.37537537537537
720,73105.0,47,87,47,89,44.88488488488488,87.50250250250251
721,71173.0,100,100,63,94,49.26326326326326,89.52052052052052
722,76018.0,41,88,48,88,42.003003003003,87.56656656656656
723,74373.0,52,91,46,91,43.890890890890894,87.90790790790791
724,74861.0,45,89,48,87,42.53853853853854,87.27127127127127
725,73231.0,51,90,54,90,47.36336336336336,88.22722722722723
726,75488.0,46,86,47,85,45.08308308308308,86.53653653653653
727,73768.0,52,91,55,92,43.749749749749746,87.46146146146147
728,71859.0,51,91,64,91,49.16016016016016,88.24824824824825
729,73324.0,52,90,44,87,44.31931931931932,87.90790790790791
730,73487.0,50,90,53,91,46.17717717717718,89.27127127127127
731,74478.0,53,88,49,87,46.48148148148148,86.54754754754755
732,72564.0,54,91,54,92,46.268268268268265,88.56556556556556
733,73325.0,50,89,61,90,46.68168168168168,87.44144144144144
734,72014.0,54,90,54,90,47.01701701701702,88.4084084084084
735,74797.0,55,91,43,89,45.58158158158158,89.26726726726727
736,72822.0,51,93,53,92,44.414414414414416,89.6056056056056
737,72979.0,52,92,58,90,48.590590590590594,88.81281281281281
738,73573.0,42,87,45,86,43.029029029029026,86.14614614614615
739,73615.0,51,88,53,89,47.56356356356356,88.41541541541541
740,74293.0,48,89,53,88,44.632632632632635,86.10210210210211
741,72907.0,54,92,53,90,46.832832832832835,88.05505505505505
742,73626.0,42,90,47,89,43.02502502502502,87.82282282282283
743,73163.0,51,91,59,90,47.148148148148145,88.63363363363364
744,73499.0,54,88,56,90,47.28428428428428,87.4094094094094
745,74937.0,52,87,52,88,45.673673673673676,87.16916916916917
746,74206.0,50,89,53,91,43.790790790790794,86.98098098098099
747,72726.0,57,90,57,90,49.350350350350354,88.994994994995
748,72829.0,55,92,56,90,47.56156156156156,88.73773773773773
749,74639.0,43,85,52,88,44.449449449449446,86.11011011011011
750,74425.0,51,90,52,89,45.74174174174174,86.83283283283284
751,75211.0,45,89,44,89,44.009009009009006,88.06506506506507
752,76041.0,52,88,51,86,44.067067067067065,86.34034034034035
753,71374.0,54,90,62,90,47.706706706706704,87.78478478478479
754,74927.0,54,88,51,89,43.5965965965966,86.990990990991
755,74267.0,43,89,40,86,41.03603603603604,87.78778778778779
756,74649.0,47,89,55,89,45.572572572572575,88.12712712712712
757,74344.0,51,88,56,88,46.61761761761762,86.78878878878879
758,73466.0,49,90,51,90,44.414414414414416,88.98598598598599
759,73076.0,43,88,53,90,43.608608608608606,86.8088088088088
760,73454.0,50,90,59,91,47.171171171171174,88.54754754754755
761,74199.0,50,86,49,86,45.852852852852855,87.09609609609609
762,72824.0,52,90,54,93,46.84384384384384,88.76376376376376
763,73770.0,51,88,53,90,45.85985985985986,88.53153153153153
764,74424.0,53,91,53,89,46.386386386386384,87.7927927927928
765,74212.0,43,89,43,87,42.8978978978979,87.32832832832833
766,73059.0,43,84,54,86,47.7037037037037,86.76176176176176
767,74012.0,53,91,51,90,46.64364364364364,87.67567567567568
768,72980.0,51,92,53,90,44.027027027027025,87.49349349349349
769,73220.0,51,89,55,90,47.01901901901902,88.58658658658659
770,73691.0,47,90,51,92,44.0980980980981,89.34634634634635
771,73279.0,48,86,51,85,48.605605605605604,86.98798798798799
772,74115.0,44,88,48,90,42.14214214214214,86.994994994995
773,73648.0,48,91,52,91,45.513513513513516,88.48748748748748
774,73745.0,51,87,53,89,46.91991991991992,87.44344344344344
775,72358.0,57,91,61,93,47.4964964964965,88.17417417417417
776,73763.0,47,88,49,90,45.46046046046046,88.13413413413413
777,72804.0,49,89,56,93,46.95795795795796,88.25325325325325
778,73545.0,51,90,55,91,45.6946946946947,87.61961961961961
779,72185.0,53,90,57,92,48.03803803803804,89.30730730730731
780,73051.0,54,92,56,90,45.57657657657658,87.97497497497497
781,73721.0,43,90,55,91,45.8028028028028,88.25225225225225
782,74585.0,51,89,53,89,47.32132132132132,88.52752752752752
783,73359.0,50,89,57,90,46.448448448448445,87.25325325325325
784,73659.0,49,90,52,92,44.528528528528525,88.95195195195195
785,72069.0,52,91,56,92,47.41841841841842,89.57357357357357
786,75021.0,45,88,50,88,42.57757757757758,86.36936936936937
787,74400.0,42,87,53,87,44.73773773773774,86.4034034034034
788,73364.0,41,89,48,88,45.43743743743744,88.22122122122123
789,72462.0,50,88,53,89,49.02202202202202,88.15115115115115
790,74244.0,54,92,53,91,45.998998998999,88.51751751751752
791,74497.0,45,90,49,90,45.05805805805806,87.74274274274275
792,75349.0,45,87,53,88,44.409409409409406,87.67867867867868
793,73595.0,45,86,48,87,44.268268268268265,86.65665665665665
794,74768.0,43,89,44,88,42.61661661661662,87.28128128128128
795,75684.0,49,91,53,89,45.1021021021021,88.76876876876877
796,73621.0,58,93,55,91,44.909909909909906,87.86186186186187
797,75424.0,46,87,50,90,42.648648648648646,88.3903903903904
798,73831.0,43,90,55,90,45.06006006006006,89.13113113113113
799,73021.0,50,88,52,89,48.466466466466464,88.01001001001
800,73550.0,51,92,55,91,46.61761761761762,89.5915915915916
801,72808.0,47,91,57,92,46.751751751751755,88.7977977977978
802,75367.0,43,84,45,84,42.72072072072072,85.26926926926927
803,75595.0,45,87,45,88,42.046046046046044,86.21621621621621
804,73331.0,53,90,53,92,46.905905905905904,87.70470470470471
805,72888.0,51,92,58,91,48.12312312312312,89.25225225225225
806,74202.0,51,87,48,84,45.068068068068065,86.43043043043043
807,74720.0,47,91,45,88,40.208208208208205,86.97497497497497
808,74796.0,45,90,48,89,44.48448448448448,87.22222222222223
809,74225.0,46,88,48,86,43.98298298298298,86.76776776776777
810,73601.0,48,86,57,87,47.4024024024024,87.05805805805805
811,74352.0,48,87,57,86,45.91691691691692,86.27127127127127
812,74034.0,47,90,52,92,45.03703703703704,88.03203203203203
813,74150.0,49,88,51,87,46.11911911911912,87.37837837837837
814,72829.0,52,90,51,90,46.52052052052052,87.1911911911912
815,74203.0,50,88,53,87,45.06206206206206,88.2032032032032
816,73270.0,55,91,52,89,46.211211211211214,88.67667667667668
817,75156.0,42,85,48,87,40.33933933933934,84.25425425425425
818,74512.0,46,88,47,87,44.965965965965964,87.86586586586587
819,74374.0,48,89,51,91,44.53453453453454,88.35135135135135
820,73162.0,53,89,57,90,46.728728728728726,86.88888888888889
821,72663.0,47,89,59,91,47.230230230230234,87.96496496496496
822,74778.0,44,84,47,83,43.810810810810814,84.97197197197197
823,72521.0,51,90,59,92,46.42142142142142,88.68368368368368
824,74386.0,43,89,50,92,43.12212212212212,88.49149149149149
825,72905.0,51,91,57,90,48.254254254254256,88.70570570570571
826,74582.0,50,91,51,89,43.26326326326326,87.14514514514515
827,74052.0,52,88,58,90,48.667667667667665,88.03903903903904
828,74746.0,52,91,51,88,44.98298298298298,88.05205205205205
829,74319.0,39,88,43,89,41.3023023023023,86.62162162162163
830,73282.0,52,90,57,92,46.293293293293296,87.78578578578579
831,73015.0,50,91,52,88,46.593593593593596,87.82182182182183
832,72690.0,48,91,65,92,47.3973973973974,88.27927927927928
833,74111.0,44,88,51,88,45.6036036036036,87.86686686686687
834,73416.0,49,90,61,91,45.45945945945946,88.2022022022022
835,73996.0,45,90,56,90,44.32032032032032,87.06806806806807
836,75019.0,49,89,45,89,43.51551551551552,88.66866866866867
837,72989.0,54,92,59,91,48.728728728728726,89.25425425425425
838,74400.0,44,88,56,90,43.509509509509506,87.95695695695696
839,73104.0,55,90,62,90,47.82182182182182,88.52952952952953
840,75516.0,44,88,45,86,40.14214214214214,85.35935935935936
841,73409.0,52,91,60,92,44.905905905905904,88.3983983983984
842,74712.0,45,85,50,87,42.228228228228225,85.24024024024024
843,74343.0,48,87,52,86,44.869869869869866,86.33833833833833
844,73943.0,47,86,53,89,44.467467467467465,86.50750750750751
845,74304.0,53,90,50,87,46.33833833833834,88.61461461461461
846,77297.0,45,85,48,85,39.645645645645644,83.23523523523524
847,73770.0,52,90,56,90,47.568568568568566,88.26226226226227
848,74656.0,46,86,55,88,44.35535535535536,86.61361361361361
849,75285.0,46,85,49,86,42.86086086086086,85.8068068068068
850,73916.0,49,89,53,90,45.132132132132135,88.46146146146147
851,73845.0,51,90,53,90,48.51951951951952,89.07407407407408
852,74097.0,57,89,55,92,46.55955955955956,88.71571571571572
853,72997.0,46,88,58,87,46.32532532532532,87.32032032032032
854,73725.0,56,93,56,91,45.893893893893896,88.41541541541541
855,73120.0,50,91,53,91,46.63463463463464,87.87387387387388
856,74301.0,51,90,43,89,45.966966966966964,87.84184184184184
857,72831.0,47,89,50,92,44.28228228228228,87.48848848848849
858,74769.0,50,88,41,87,44.28028028028028,87.55755755755756
859,74558.0,47,87,54,89,45.890890890890894,86.84384384384384
860,74361.0,46,89,55,91,43.926926926926924,87.41941941941941
861,73522.0,54,90,54,89,44.968968968968966,88.15015015015015
862,72102.0,50,91,62,93,48.54054054054054,89.12312312312312
863,73649.0,52,91,53,90,45.98498498498498,89.21121121121121
864,71933.0,51,92,64,92,50.73473473473474,89.89389389389389
865,73119.0,52,90,49,88,46.55455455455456,88.12812812812813
866,72765.0,56,92,63,90,47.870870870870874,88.25025025025025
867,73840.0,47,91,51,91,42.51751751751752,87.28928928928929
868,75618.0,42,87,48,88,43.569569569569566,86.76976976976977
869,73503.0,52,91,55,93,46.969969969969966,88.52152152152152
870,73645.0,49,88,55,89,45.3963963963964,86.69369369369369
871,72728.0,52,92,57,91,48.672672672672675,89.50750750750751
872,74114.0,49,90,54,92,44.053053053053056,87.64164164164164
873,72255.0,51,90,56,89,48.248248248248245,88.08008008008008
874,75475.0,44,85,49,87,43.094094094094096,85.95995995995996
875,73856.0,46,91,54,93,43.793793793793796,88.58758758758759
876,74410.0,53,90,53,89,46.5975975975976,88.58358358358359
877,73541.0,55,90,61,90,47.712712712712715,88.68668668668668
878,73810.0,48,90,53,89,46.38038038038038,89.08708708708708
879,74941.0,38,85,47,84,45.393393393393396,86.91291291291292
880,73566.0,46,88,54,88,44.57857857857858,87.011011011011
881,74568.0,48,89,51,90,44.02102102102102,87.65165165165165
882,72372.0,50,93,59,91,47.154154154154156,88.90990990990991
883,73456.0,59,91,54,88,49.78278278278278,88.36936936936937
884,73174.0,46,90,58,91,47.72472472472472,88.7987987987988
885,72727.0,58,94,58,92,46.7977977977978,87.88988988988989
886,74624.0,48,88,40,87,42.152152152152155,87.94894894894895
887,74979.0,47,90,41,88,42.04504504504504,87.46046046046047
888,73913.0,46,88,46,88,43.548548548548546,88.02202202202203
